Aviation Analytics Mart -- Redshift | Table: dim_date
Enterprise calendar dimension -- static reference table. One row per calendar day. Powers all time-series and period-over-period reporting across the Gold layer.
date_key,date,day,week,month,quarter,year,is_weekend_flag,holiday_flag
41,N311NM,Boeing 737-800,Boeing,2022,,75
42,N120YS,Embraer E175,Embraer,2010,,62
43,N460JY,Boeing 737-800,Boeing,2010,,54
44,N865XR,Airbus A350-900,Airbus,2023,,78
45,N325PH,Boeing 767-300F,Boeing,2006,,4
46,N444VV,Airbus A321neo,Airbus,2023,,52
47,N269OE,Embraer E175,Embraer,2017,,69
48,N503SS,Boeing 737-800,Boeing,2019,,4
49,N758NE,Boeing 737 MAX 8,Boeing,2012,,24
50,N366MK,Boeing 737-800,Boeing,2004,,44
51,N488IY,Bombardier CRJ900,Bombardier,2011,,33
52,N183PA,ATR 72-600,ATR,2021,,70
53,N458HU,Boeing 737-800,Boeing,2000,,84
54,N872AH,Boeing 737-800,Boeing,2004,,80
55,N344EP,Boeing 777-300ER,Boeing,2019,,15
56,N323OW,Airbus A380-800,Airbus,2006,,22
57,N721XW,Airbus A380-800,Airbus,2001,,21
58,N210SA,Boeing 747-8F,Boeing,2007,,49
59,N832GC,Airbus A321neo,Airbus,2016,,89
60,N742HD,ATR 72-600,ATR,2020,,99
61,N970VT,Boeing 747-8F,Boeing,2023,,16
62,N679ZB,Bombardier CRJ900,Bombardier,2009,,85
63,N170QU,Airbus A320neo,Airbus,2008,2029,63
64,N543LU,Boeing 737 MAX 8,Boeing,2012,,91
65,N545FX,Boeing 777-300ER,Boeing,2014,,84
66,N730ZR,Boeing 747-8F,Boeing,2022,,62
67,N546XS,Airbus A330-300,Airbus,2006,,32
68,N188IO,ATR 72-600,ATR,2005,,73
69,N784MK,Airbus A380-800,Airbus,1998,,42
70,N599GL,Boeing 777-300ER,Boeing,2023,,34
71,N386TW,Airbus A320neo,Airbus,2006,,67
72,N187HX,Boeing 787-9,Boeing,2011,,63
73,N876HW,Airbus A350-900,Airbus,2013,,83
74,N602OZ,Embraer E175,Embraer,1998,2016,52
75,N349JV,Embraer E175,Embraer,2016,,48
76,N666QL,Airbus A330-300,Airbus,2011,,96
77,N438LW,Airbus A350-900,Airbus,2012,,35
78,N357HD,Boeing 747-8F,Boeing,2021,,25
79,N222XR,Airbus A320neo,Airbus,2022,,89
80,N296GX,Boeing 777-300ER,Boeing,2013,,36
81,N703YQ,Embraer E175,Embraer,2017,,37
82,N952GJ,Boeing 737 MAX 8,Boeing,2005,,39
83,N825RE,Boeing 737-800,Boeing,2006,2021,71
84,N814EU,Boeing 747-8F,Boeing,2022,,63
85,N993AS,Boeing 737 MAX 8,Boeing,2007,,57
86,N288BI,Airbus A320neo,Airbus,2013,,15
87,N166MP,ATR 72-600,ATR,2000,,88
88,N255EZ,Boeing 737-800,Boeing,2016,,39
89,N354DR,Boeing 737 MAX 8,Boeing,2022,,54
90,N710ZT,Airbus A380-800,Airbus,2005,,49
91,N553JS,Airbus A330-300,Airbus,2011,,40
92,N735BT,Airbus A380-800,Airbus,2021,,13
93,N312UG,Bombardier CRJ900,Bombardier,2006,,21
94,N277RC,Boeing 787-9,Boeing,2003,2025,89
95,N581JB,Airbus A380-800,Airbus,2005,2024,90
96,N564CV,ATR 72-600,ATR,2005,,81
97,N777ZG,Airbus A380-800,Airbus,2011,,15
98,N330UE,Airbus A350-900,Airbus,2006,,10
99,N269ZJ,Boeing 737-800,Boeing,2017,,96
100,N682JO,ATR 72-600,ATR,2001,,39
101,N512IQ,Embraer E175,Embraer,2015,,64
102,N182TB,Airbus A330-300,Airbus,2011,,95
103,N718IA,Airbus A320neo,Airbus,2000,2015,98
104,N941IS,Embraer E190,Embraer,1999,,23
105,N631UO,Airbus A330-300,Airbus,2006,2027,82
106,N603CP,ATR 72-600,ATR,2009,,42
107,N207FK,Embraer E190,Embraer,2011,,89
108,N395VM,Airbus A330-300,Airbus,2022,,71
109,N565CK,Boeing 737-800,Boeing,2006,,99
110,N985QA,Airbus A321neo,Airbus,2019,,70

Aviation Analytics Mart -- Redshift | Table: dim_event_type
"Operational event type reference -- static dimension. Defines every event code emitted onto the flight operations event bus, grouped by event_category."
event_type_key,event_type_name,event_category,description
1,Departure - Scheduled,Departure,Operational event indicating 'scheduled' within the departure process.
2,Departure - Delayed,Departure,Operational event indicating 'delayed' within the departure process.
3,Departure - Cancelled,Departure,Operational event indicating 'cancelled' within the departure process.
4,Departure - Diverted,Departure,Operational event indicating 'diverted' within the departure process.
5,Departure - Boarding Started,Departure,Operational event indicating 'boarding started' within the departure process.
6,Departure - Boarding Completed,Departure,Operational event indicating 'boarding completed' within the departure process.
7,Departure - Pushback,Departure,Operational event indicating 'pushback' within the departure process.
8,Departure - Wheels Up,Departure,Operational event indicating 'wheels up' within the departure process.
9,Departure - Wheels Down,Departure,Operational event indicating 'wheels down' within the departure process.
10,Departure - Gate Arrival,Departure,Operational event indicating 'gate arrival' within the departure process.
11,Departure - Gate Departure,Departure,Operational event indicating 'gate departure' within the departure process.
12,Departure - Inspection Started,Departure,Operational event indicating 'inspection started' within the departure process.
13,Departure - Inspection Completed,Departure,Operational event indicating 'inspection completed' within the departure process.
14,Departure - Alert Raised,Departure,Operational event indicating 'alert raised' within the departure process.
15,Departure - Alert Cleared,Departure,Operational event indicating 'alert cleared' within the departure process.
16,Departure - Handover,Departure,Operational event indicating 'handover' within the departure process.
17,Departure - Clearance Issued,Departure,Operational event indicating 'clearance issued' within the departure process.
18,Departure - Report Filed,Departure,Operational event indicating 'report filed' within the departure process.
19,Arrival - Scheduled,Arrival,Operational event indicating 'scheduled' within the arrival process.
20,Arrival - Delayed,Arrival,Operational event indicating 'delayed' within the arrival process.
21,Arrival - Cancelled,Arrival,Operational event indicating 'cancelled' within the arrival process.
22,Arrival - Diverted,Arrival,Operational event indicating 'diverted' within the arrival process.
23,Arrival - Boarding Started,Arrival,Operational event indicating 'boarding started' within the arrival process.
24,Arrival - Boarding Completed,Arrival,Operational event indicating 'boarding completed' within the arrival process.
25,Arrival - Pushback,Arrival,Operational event indicating 'pushback' within the arrival process.
26,Arrival - Wheels Up,Arrival,Operational event indicating 'wheels up' within the arrival process.
27,Arrival - Wheels Down,Arrival,Operational event indicating 'wheels down' within the arrival process.
28,Arrival - Gate Arrival,Arrival,Operational event indicating 'gate arrival' within the arrival process.
29,Arrival - Gate Departure,Arrival,Operational event indicating 'gate departure' within the arrival process.
30,Arrival - Inspection Started,Arrival,Operational event indicating 'inspection started' within the arrival process.
31,Arrival - Inspection Completed,Arrival,Operational event indicating 'inspection completed' within the arrival process.
32,Arrival - Alert Raised,Arrival,Operational event indicating 'alert raised' within the arrival process.
33,Arrival - Alert Cleared,Arrival,Operational event indicating 'alert cleared' within the arrival process.
34,Arrival - Handover,Arrival,Operational event indicating 'handover' within the arrival process.
35,Arrival - Clearance Issued,Arrival,Operational event indicating 'clearance issued' within the arrival process.
36,Arrival - Report Filed,Arrival,Operational event indicating 'report filed' within the arrival process.
37,Ground Operations - Scheduled,Ground Operations,Operational event indicating 'scheduled' within the ground operations process.
38,Ground Operations - Delayed,Ground Operations,Operational event indicating 'delayed' within the ground operations process.
39,Ground Operations - Cancelled,Ground Operations,Operational event indicating 'cancelled' within the ground operations process.
40,Ground Operations - Diverted,Ground Operations,Operational event indicating 'diverted' within the ground operations process.
41,Ground Operations - Boarding Started,Ground Operations,Operational event indicating 'boarding started' within the ground operations process.
42,Ground Operations - Boarding Completed,Ground Operations,Operational event indicating 'boarding completed' within the ground operations process.
43,Ground Operations - Pushback,Ground Operations,Operational event indicating 'pushback' within the ground operations process.
44,Ground Operations - Wheels Up,Ground Operations,Operational event indicating 'wheels up' within the ground operations process.
45,Ground Operations - Wheels Down,Ground Operations,Operational event indicating 'wheels down' within the ground operations process.
46,Ground Operations - Gate Arrival,Ground Operations,Operational event indicating 'gate arrival' within the ground operations process.
47,Ground Operations - Gate Departure,Ground Operations,Operational event indicating 'gate departure' within the ground operations process.
48,Ground Operations - Inspection Started,Ground Operations,Operational event indicating 'inspection started' within the ground operations process.
49,Ground Operations - Inspection Completed,Ground Operations,Operational event indicating 'inspection completed' within the ground operations process.
50,Ground Operations - Alert Raised,Ground Operations,Operational event indicating 'alert raised' within the ground operations process.
51,Ground Operations - Alert Cleared,Ground Operations,Operational event indicating 'alert cleared' within the ground operations process.
52,Ground Operations - Handover,Ground Operations,Operational event indicating 'handover' within the ground operations process.
53,Ground Operations - Clearance Issued,Ground Operations,Operational event indicating 'clearance issued' within the ground operations process.
54,Ground Operations - Report Filed,Ground Operations,Operational event indicating 'report filed' within the ground operations process.
55,Maintenance - Scheduled,Maintenance,Operational event indicating 'scheduled' within the maintenance process.
56,Maintenance - Delayed,Maintenance,Operational event indicating 'delayed' within the maintenance process.
57,Maintenance - Cancelled,Maintenance,Operational event indicating 'cancelled' within the maintenance process.
58,Maintenance - Diverted,Maintenance,Operational event indicating 'diverted' within the maintenance process.
59,Maintenance - Boarding Started,Maintenance,Operational event indicating 'boarding started' within the maintenance process.
